RecordID,CallNumber,CallDateTime,Priority,District,Description,IncidentLocation,ZipCode,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,Location,year,month,Latitude,Longitude
2,P190531375,02/22/2019 10:08:00 AM,Non-Emergency,WD,Hot Spot Check,1600 BLK N SMALLWOOD ST,21216.0,Coppin Heights/Ash-Co-East,Western,723.0,7.0,D9,Greater Rosemont,Census Tract 1503,Western,"1600 BLK N SMALLWOOD ST
BALTIMORE, MD",2019,2,39.306576,-76.652644
6145754,P191011722,04/11/2019 10:45:00 AM,Non-Emergency,SW,Business Check,3400 CLIFTON AV,21216.0,Mount Holly,Southwestern,812.0,7.0,D9,Greater Rosemont,Census Tract 1506,,"3400 CLIFTON AV
BALTIMORE, MD",2019,4,39.311111,-76.674312
6145643,P191011721,04/11/2019 10:45:00 AM,Non-Emergency,SD,Foot  Patrol,HOLLINS MARKET,21223.0,Hollins Market,Southern,931.0,9.0,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1803,,"HOLLINS MARKET BALTIMORE, MD",2019,4,39.2875378,-76.6357388
6144900,P191010884,04/11/2019 07:22:00 AM,Non-Emergency,SD,ANIMAL DISTURBAN,2000 CHRISTIAN ST,21223.0,Carrollton Ridge,Southern,934.0,9.0,D8,Southwest Baltimore,Census Tract 2003,Tri-District,"2000 CHRISTIAN ST
BALTIMORE, MD",2019,4,39.2822422,-76.6485683
6144905,P191011002,04/11/2019 08:01:00 AM,Medium,WD,DISORDERLY,1600 N CAREY ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,"1600 N CAREY ST
BALTIMORE, MD",2019,4,39.307651,-76.641473
6144911,P191010924,04/11/2019 07:38:00 AM,Non-Emergency,NW,HIT AND RUN,3400 DUVALL AV,21216.0,Hanlon-Longwood,Northwestern,641.0,7.0,D9,Forest Park/Walbrook,Census Tract 1508,,"3400 DUVALL AV
BALTIMORE, MD",2019,4,39.320419,-76.67497
7473156,P200581617,02/27/2020 09:56:00 AM,Medium,CD,DISORDERLY,0 N EUTAW ST,21201.0,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,,"0 N EUTAW ST
BALTIMORE, MD",2020,2,39.2943508,-76.6212438
6694686,P192852266,10/12/2019 02:31:00 PM,Low,SE,GAMBLING,DUNDALK AV/HOLABIRD AV,21224.0,Graceland Park,Southeastern,243.0,1.0,D6,Southeastern,Census Tract 2606.05,,"DUNDALK AV
BALTIMORE, MD",2019,10,39.286154,-76.5416098
7473387,P200581839,02/27/2020 11:00:00 AM,Medium,SD,WANTED ON WARR,3700 ST MARGARET ST,21225.0,Brooklyn,Southern,913.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,Brooklyn,"3700 ST MARGARET ST
BALTIMORE, MD
(39.233113, -76.595403)",2020,2,39.23316925,-76.59565366615854
7473987,P200582512,02/27/2020 02:13:00 PM,Low,SE,911/NO  VOICE,3800 E BALTIMORE ST,21224.0,Baltimore Highlands,Southeastern,223.0,2.0,D6,Orangeville/East Highlandtown,Census Tract 2604.04,,"3800 E BALTIMORE ST
BALTIMORE, MD
(39.292687, -76.564344)",2020,2,39.2928114,-76.5652993
7473302,P200581709,02/27/2020 10:22:00 AM,High,WD,AUTO ACC/INJURY,2100 N PULASKI ST,21217.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"2100 N PULASKI ST
BALTIMORE, MD
(39.311938, -76.651424)",2020,2,39.3119223,-76.6516577224788
7473529,P200582013,02/27/2020 11:45:00 AM,Low,CD,TROUBLE UNKNOWV,500 N CHARLES ST,21201.0,Mount Vernon,Central,142.0,11.0,D8,Midtown,Census Tract 1102,,"500 N CHARLES ST
BALTIMORE, MD
(39.295142, -76.615532)",2020,2,39.295213,-76.61566
7473824,P200582361,02/27/2020 01:29:00 PM,High,NW,COMMON ASSAULT,3500 W ROGERS AV,21215.0,Pimlico Good Neighbors,Northwestern,633.0,5.0,D1,Glen-Fallstaff,Census Tract 2719,,"3500 W ROGERS AV
BALTIMORE, MD
(39.352277, -76.682344)",2020,2,39.35246265000001,-76.6824909428021
7473969,P200582521,02/27/2020 02:15:00 PM,Low,SW,BODY ATTATCHMENT,2900 ARUNAH AV,21216.0,Franklintown Road,Southwestern,814.0,9.0,D8,Greater Rosemont,Census Tract 1606,,"2900 ARUNAH AV
BALTIMORE, MD
(39.295232, -76.665334)",2020,2,39.29529,-76.665134
7473182,P200581525,02/27/2020 09:34:00 AM,Medium,SW,NARCOTICS,4100 FREDERICK AV,21229.0,Irvington,Southwestern,833.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"4100 FREDERICK AV
BALTIMORE, MD
(39.281712, -76.683434)",2020,2,39.2819463,-76.68344309617893
7473676,P200582082,02/27/2020 12:09:00 PM,Low,SW,LARCENY,200 N CULVER ST,21229.0,Saint Josephs,Southwestern,842.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2007.01,,"200 N CULVER ST
BALTIMORE, MD
(39.288923, -76.674132)",2020,2,39.289046,-76.67427991604939
7473544,P200582051,02/27/2020 11:56:00 AM,Medium,SE,DISORDERLY,200 GRUNDY ST,21224.0,Baltimore Highlands,Southeastern,223.0,2.0,D6,Highlandtown,Census Tract 2608,,"200 GRUNDY ST
BALTIMORE, MD
(39.290106, -76.56357)",2020,2,39.2900904,-76.56376277331998
7473588,P200582056,02/27/2020 11:58:00 AM,Medium,ND,DISORDERLY,200 W 28TH ST,21218.0,Remington,Northern,511.0,12.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1207,,"200 W 28TH ST
BALTIMORE, MD
(39.321792, -76.619955)",2020,2,39.321894,-76.620121
7473360,P200581822,02/27/2020 10:55:00 AM,Medium,NW,DISORDERLY,4700 GARRISON BL,21215.0,Dolfield,Northwestern,643.0,6.0,D1,Dorchester/Ashburton,Census Tract 1510,,"4700 GARRISON
BL BALTIMORE, MD
(39.339458, -76.68459)",2020,2,39.339583950000005,-76.68483978083357
7473228,P200581665,02/27/2020 10:11:00 AM,Medium,NW,BURGLARY,2300 ANOKA AV,21215.0,Liberty Square,Northwestern,611.0,7.0,D1,Greater Mondawmin,Census Tract 1505,,"2300 ANOKA AV
BALTIMORE, MD
(39.321436, -76.655603)",2020,2,39.3217604,-76.65582591215153
7473701,P200582195,02/27/2020 12:41:00 PM,Medium,CD,DISORDERLY,1500 PENNSYLVANIA AV,21217.0,Upton,Central,123.0,11.0,D8,Upton/Druid Heights,Census Tract 1402,Central,"1500 PENNSYLVANIA AV
BALTIMORE, MD
(39.301922, -76.632707)",2020,2,39.301943449999996,-76.63308235047194
7473782,P200582164,02/27/2020 12:34:00 PM,Low,CD,911/NO  VOICE,200 E BALTIMORE ST,21202.0,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,,"200 E BALTIMORE ST
BALTIMORE, MD
(39.289646, -76.611861)",2020,2,39.2897875,-76.612048
7473479,P200581932,02/27/2020 11:24:00 AM,Low,ND,OTHER,700 W 40TH ST,21211.0,Roland Park,Northern,541.0,14.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1307,,"700 W 40TH ST
BALTIMORE, MD
(39.33715, -76.629375)",2020,2,39.33807935,-76.62970953873577
7473210,P200581667,02/27/2020 10:12:00 AM,Low,CD,AUTO ACCIDENT,600 WASHINGTON PL,21201.0,Mount Vernon,Central,142.0,11.0,D8,Midtown,Census Tract 1102,,"600 WASHINGTON PL
BALTIMORE, MD
(39.296585, -76.615778)",2020,2,39.296505,-76.615892
7473678,P200582143,02/27/2020 12:28:00 PM,Medium,SW,NARCOTICS,4100 FREDERICK AV,21229.0,Irvington,Southwestern,833.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"4100 FREDERICK AV
BALTIMORE, MD
(39.281712, -76.683434)",2020,2,39.2819463,-76.68344309617893
7473661,P200582066,02/27/2020 12:03:00 PM,Medium,SD,DISORDERLY,900 E PATAPSCO AV,21225.0,Brooklyn,Southern,913.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,Brooklyn,"900 E PATAPSCO AV
BALTIMORE, MD
(39.234777, -76.597342)",2020,2,39.2350478,-76.5972404
7473636,P200582146,02/27/2020 12:28:00 PM,Medium,WD,DISORDERLY,2600 WINDSOR AV,21216.0,Panway/Braddish Avenue,Western,731.0,7.0,D9,Greater Rosemont,Census Tract 1506,,"2600 WINDSOR AV
BALTIMORE, MD",2020,2,39.31263,-76.660383
7473663,P200582096,02/27/2020 12:11:00 PM,Low,ND,AUTO ACCIDENT,100 W 24TH ST,21218.0,Old Goucher,Northern,514.0,12.0,D2,Greater Charles Village/Barclay,Census Tract 1206,,"100 W 24TH ST
BALTIMORE, MD
(39.316278, -76.618243)",2020,2,39.316373,-76.618435
7473196,P200581548,02/27/2020 09:40:00 AM,Medium,ED,SILENT ALARM,1500 E BIDDLE ST,21213.0,Oliver,Eastern,343.0,12.0,D5,Oldtown/Middle East,Census Tract 808,,"1500 E BIDDLE ST
BALTIMORE, MD
(39.304136, -76.597962)",2020,2,39.304268,-76.597852
7473280,P200581708,02/27/2020 10:22:00 AM,High,WD,AUTO ACC/INJURY,N PULASKI ST/CLIFTON AV,21217.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"N PULASKI ST
BALTIMORE, MD",2020,2,39.2904661,-76.6501952
7473398,P200581828,02/27/2020 10:56:00 AM,High,NW,COMMON ASSAULT,3900 W BELVEDERE AV,21215.0,Arlington,Northwestern,633.0,5.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.01,Northwestern,"3900 W BELVEDERE AV
BALTIMORE, MD
(39.34446, -76.682178)",2020,2,39.344694,-76.682142
7473517,P200582032,02/27/2020 11:50:00 AM,Medium,SD,COMMON ASSAULT,500 WYETH ST,21230.0,Washington Village/Pigtown,Southern,932.0,10.0,D7,Washington Village/Pigtown,Census Tract 2101,,"500 WYETH ST
BALTIMORE, MD",2020,2,39.282864,-76.629697
7473759,P200582264,02/27/2020 12:59:00 PM,Medium,SE,COMMON ASSAULT,PONCA ST/O DONNELL ST,21224.0,Greektown,Southeastern,242.0,1.0,D7,Southeastern,Census Tract 2606.05,,"PONCA ST
BALTIMORE, MD",2020,2,39.2880932,-76.5541625
7473105,P200581599,02/27/2020 09:50:00 AM,Non-Emergency,SE,RECOVERED VEH,400 N LAKEWOOD AV,21224.0,McElderry Park,Southeastern,221.0,13.0,D5,Patterson Park North & East,Census Tract 602,,"400 N LAKEWOOD AV
BALTIMORE, MD
(39.29587, -76.579262)",2020,2,39.295837750000004,-76.57951060491587
7473621,P200582121,02/27/2020 12:18:00 PM,Medium,NW,NARCOTICS,4000 NORFOLK AV,21216.0,Concerned Citizens Of Forest Park,Northwestern,642.0,6.0,D9,Forest Park/Walbrook,Census Tract 1509,,"4000 NORFOLK AV
BALTIMORE, MD
(39.323994, -76.685338)",2020,2,39.3241895,-76.68541772119943
7473289,P200581710,02/27/2020 10:24:00 AM,High,WD,AUTO ACC/INJURY,N PULASKI ST/CLIFTON AV,21217.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"N PULASKI ST
BALTIMORE, MD",2020,2,39.2904661,-76.6501952
7473717,P200582225,02/27/2020 12:48:00 PM,Medium,ND,LARCENY,2400 N CHARLES ST,21218.0,Old Goucher,Northern,514.0,12.0,D2,Greater Charles Village/Barclay,Census Tract 1206,,"2400 N CHARLES ST
BALTIMORE, MD
(39.316487, -76.616896)",2020,2,39.316454,-76.617033
7473933,P200582429,02/27/2020 01:51:00 PM,Low,SD,911/NO  VOICE,200 FRANKFURST AV,21225.0,Fairfield Area,Southern,912.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2506,,"200 FRANKFURST AV
BALTIMORE, MD
(39.241552, -76.603559)",2020,2,39.2431403,-76.6051213
7473317,P200581757,02/27/2020 10:34:00 AM,Low,SD,DISORDERLY,600 S HANOVER ST,21230.0,Otterbein,Southern,941.0,11.0,D7,Inner Harbor/Federal Hill,Census Tract 2201,,"600 S HANOVER ST
BALTIMORE, MD
(39.281962, -76.615886)",2020,2,39.28195045,-76.61610543975107
7473416,P200581938,02/27/2020 11:25:00 AM,Medium,ND,SILENT ALARM,800 E 43RD ST,21212.0,Pen Lucy,Northern,542.0,4.0,D2,Greater Govans,Census Tract 2710.01,,"800 E 43RD ST
BALTIMORE, MD
(39.342243, -76.604675)",2020,2,39.342362,-76.604865
7473227,P200581692,02/27/2020 10:17:00 AM,Medium,WD,BURGLARY,2200 WINDSOR AV,21216.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"2200 WINDSOR AV
BALTIMORE, MD
(39.312782, -76.652886)",2020,2,39.31294165564955,-76.65326993989109
7473463,P200581883,02/27/2020 11:11:00 AM,Low,ND,AUTO ACCIDENT,W COLD SPRING LN/GREENSPRING AV,21209.0,Coldspring,Northern,532.0,6.0,D2,Mount Washington/Coldspring,Census Tract 1308.05,,"W COLD SPRING LN
BALTIMORE, MD",2020,2,39.3437521,-76.6409658
7473265,P200581697,02/27/2020 10:19:00 AM,Medium,ND,FAMILY DISTURB,2500 N CHARLES ST,21218.0,Charles Village,Northern,512.0,12.0,D2,Greater Charles Village/Barclay,Census Tract 1206,,"2500 N CHARLES ST
BALTIMORE, MD
(39.318269, -76.617016)",2020,2,39.317974,-76.61712
7473985,P200582473,02/27/2020 02:03:00 PM,Low,SW,911/NO  VOICE,3600 WILKENS AV,21229.0,Violetville,Southwestern,832.0,10.0,D10,Morrell Park/Violetville,Census Tract 2501.03,,"3600 WILKENS AV
BALTIMORE, MD
(39.271254, -76.679567)",2020,2,39.271436,-76.67924
7473895,P200582365,02/27/2020 01:31:00 PM,Medium,NW,COMMON ASSAULT,3300 ALTO RD,21216.0,Hanlon-Longwood,Northwestern,641.0,7.0,D9,Greater Mondawmin,Census Tract 1507.01,,"3300 ALTO RD
BALTIMORE, MD
(39.31751, -76.673044)",2020,2,39.317707799999994,-76.67310117934699
7473648,P200582094,02/27/2020 12:12:00 PM,High,SE,COMMON ASSAULT,1500 E LEXINGTON ST,21231.0,Dunbar-Broadway,Southeastern,212.0,12.0,D7,Oldtown/Middle East,Census Tract 2805,,"1500 E LEXINGTON ST
BALTIMORE, MD
(39.293567, -76.596426)",2020,2,39.293695,-76.59719
7473886,P200582397,02/27/2020 01:38:00 PM,Medium,NE,COMMON ASSAULT,6100 MORAVIA PARK DR,21206.0,Frankford,Northeastern,443.0,2.0,D6,Claremont/Armistead,Census Tract 2604.02,,"6100 MORAVIA PARK DR
BALTIMORE, MD
(39.314937, -76.539793)",2020,2,39.3151152,-76.53956070000001
7473354,P200581808,02/27/2020 10:49:00 AM,Medium,ED,DISORDERLY,2300 E HOFFMAN ST,21213.0,Broadway East,Eastern,331.0,13.0,D5,Clifton-Berea,Census Tract 804,,"2300 E HOFFMAN ST
BALTIMORE, MD
(39.306783, -76.585171)",2020,2,39.30694355,-76.5851865639969
7473198,P200581516,02/27/2020 09:31:00 AM,Medium,SD,SILENT ALARM,1500 WEBSTER ST,21230.0,Riverside,Southern,943.0,11.0,D7,South Baltimore,Census Tract 2404,,"1500 WEBSTER ST
BALTIMORE, MD
(39.272246, -76.604254)",2020,2,39.272336800000005,-76.60447165915994
7473833,P200582300,02/27/2020 01:08:00 PM,Low,NW,CHECK WELL BEING,3800 W FOREST PARK AV,21207.0,Central Forest Park,Northwestern,621.0,6.0,D9,Dorchester/Ashburton,Census Tract 1510,,"3800 W FOREST PARK AV
BALTIMORE, MD
(39.326096, -76.681731)",2020,2,39.3262172,-76.6815787163332
7473921,P200582383,02/27/2020 01:36:00 PM,Medium,CD,DISORDERLY,300 ST PAUL PL,21202.0,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,,"300 ST PAUL PL
BALTIMORE, MD
(39.292726, -76.614146)",2020,2,39.29257685,-76.6143561600453
7473756,P200582179,02/27/2020 12:36:00 PM,Low,NE,AUTO ACCIDENT,MORAVIA RD/SINCLAIR LN,21206.0,Frankford,Northeastern,443.0,2.0,D6,Cedonia/Frankford,Census Tract 2602.03,,"MORAVIA RD
BALTIMORE, MD",2020,2,39.331095,-76.561612
7473649,P200582073,02/27/2020 12:04:00 PM,Low,SD,911/NO  VOICE,2100 BAYARD ST,21230.0,Carroll - Camden Industrial Area,Southern,941.0,10.0,D7,Washington Village/Pigtown,Census Tract 2101,,"2100 BAYARD ST
BALTIMORE, MD",2020,2,39.2751976,-76.6309994
7473558,P200582024,02/27/2020 11:45:00 AM,Low,SD,CHK  WELL  BEING,3200 GULFPORT DR,21225.0,Cherry Hill,Southern,922.0,10.0,D7,Cherry Hill,Census Tract 2502.03,,"3200 GULFPORT DR
BALTIMORE, MD
(39.247869, -76.618965)",2020,2,39.247757,-76.618791
7473815,P200582284,02/27/2020 01:05:00 PM,Medium,ND,SILENT ALARM,1200 SHERWOOD AV,21239.0,Glen Oaks,Northern,522.0,4.0,D3,Loch Raven,Census Tract 2708.02,,"1200 SHERWOOD AV
BALTIMORE, MD
(39.365961, -76.592643)",2020,2,39.365971,-76.592185
7473662,P200582064,02/27/2020 12:03:00 PM,Medium,SW,SILENT ALARM,4100 EDMONDSON AV,21229.0,Edmondson Village,Southwestern,844.0,8.0,D10,Edmondson Village,Census Tract 1608.01,,"4100 EDMONDSON AV
BALTIMORE, MD
(39.29376, -76.68416)",2020,2,39.2939899,-76.68419124713182
7473645,P200582059,02/27/2020 12:01:00 PM,Low,NW,LARCENY F/AUTO,5700 REISTERSTOWN RD,21215.0,Reisterstown Station,Northwestern,631.0,5.0,D1,Glen-Fallstaff,Census Tract 2801.01,,"5700 REISTERSTOWN RD
BALTIMORE, MD
(39.349613, -76.69303)",2020,2,39.34930695,-76.69321724497328
7473580,P200582016,02/27/2020 11:46:00 AM,Medium,NE,SILENT ALARM,1600 BURNWOOD RD,21239.0,Perring Loch,Northeastern,415.0,3.0,D4,Northwood,Census Tract 2709.02,,"1600 BURNWOOD RD
BALTIMORE, MD
(39.353901, -76.586483)",2020,2,39.3541214,-76.58645499211066
7473279,P200581677,02/27/2020 10:15:00 AM,Medium,NW,EXPART/PROT/PEAC,5300 BEAUFORT AV,21215.0,Arlington,Northwestern,633.0,5.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.01,Northwestern,"5300 BEAUFORT AV
BALTIMORE, MD
(39.34853, -76.681969)",2020,2,39.34844785,-76.68208569969461
7473352,P200581841,02/27/2020 10:59:00 AM,High,ND,OVERDOSE,400 E 25TH ST,21218.0,Barclay,Eastern,341.0,12.0,D2,Greater Charles Village/Barclay,Census Tract 1203,,"400 E 25TH ST
BALTIMORE, MD
(39.318041, -76.610957)",2020,2,39.3182827,-76.61096873577242
7473946,P200582426,02/27/2020 01:46:00 PM,Medium,SD,DISORDERLY,200 W PATAPSCO AV,21225.0,Brooklyn,Southern,913.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,,"200 W PATAPSCO AV
BALTIMORE, MD
(39.239887, -76.613959)",2020,2,39.259366,-76.526989
7473970,P200582526,02/27/2020 02:18:00 PM,Low,SE,AUTO ACCIDENT,E LOMBARD ST/S HAVEN ST,21224.0,Baltimore Highlands,Southeastern,223.0,2.0,D6,Highlandtown,Census Tract 2608,,"E LOMBARD ST
ST BALTIMORE, MD",2020,2,39.287706,-76.6094219
7473996,P200582527,02/27/2020 02:19:00 PM,Medium,SE,DISORDERLY,3700 EASTERN AV,21224.0,Highlandtown,Southeastern,231.0,2.0,D6,Highlandtown,Census Tract 2609,,"3700 EASTERN AV
BALTIMORE, MD
(39.286623, -76.566345)",2020,2,39.2868108,-76.5663427
7473229,P200581711,02/27/2020 10:24:00 AM,Low,SE,SIGNAL OUT,EASTERN AV/BAYVIEW BL,21224.0,Hopkins Bayview,Southeastern,241.0,1.0,D6,Orangeville/East Highlandtown,Census Tract 2605.01,,"EASTERN AV
BL BALTIMORE, MD",2020,2,39.3700006,-76.3603109
7473792,P200582190,02/27/2020 12:37:00 PM,Low,NE,AUTO ACCIDENT,MORAVIA RD/GUNTHER AV,21206.0,Frankford,Northeastern,443.0,2.0,D4,Cedonia/Frankford,Census Tract 2602.01,,"MORAVIA RD
BALTIMORE, MD",2020,2,39.331095,-76.561612
7473612,P200582119,02/27/2020 12:20:00 PM,Low,CD,AUTO ACCIDENT,E PRATT ST/LIGHT ST,21202.0,Inner Harbor,Central,112.0,11.0,D7,Inner Harbor/Federal Hill,Census Tract 2201,,"E PRATT ST
BALTIMORE, MD",2020,2,39.2866213,-76.6113118
7474015,P200582506,02/27/2020 02:08:00 PM,Medium,ED,BEHAVIOR CRISIS,1400 N LINWOOD AV,21213.0,Berea,Eastern,332.0,13.0,D5,Clifton-Berea,Census Tract 803.02,,"1400 N LINWOOD AV
BALTIMORE, MD
(39.307233, -76.576688)",2020,2,39.3072508,-76.57694039396262
7473415,P200581928,02/27/2020 11:22:00 AM,Low,TRU,911/NO  VOICE,200 W LOMBARD ST,21201.0,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,,"200 W LOMBARD ST
BALTIMORE, MD
(39.287642, -76.617878)",2020,2,39.287743,-76.617857
7473528,P200582015,02/27/2020 11:46:00 AM,Medium,NE,SILENT ALARM,1300 SILVERTHORNE RD,21239.0,New Northwood,Northeastern,413.0,4.0,D4,Northwood,Census Tract 2709.01,,"1300 SILVERTHORNE RD
BALTIMORE, MD
(39.351632, -76.59627)",2020,2,39.3518107,-76.59634347455875
7473620,P200582145,02/27/2020 12:27:00 PM,Low,SD,AUTO ACCIDENT,100 S MONROE ST,21223.0,Carrollton Ridge,Southern,934.0,9.0,D8,Southwest Baltimore,Census Tract 1903,Tri-District,"100 S MONROE ST
BALTIMORE, MD
(39.286059, -76.646809)",2020,2,39.2860512,-76.6469551
7473553,P200582011,02/27/2020 11:44:00 AM,Medium,ED,MISSING PERSON,1900 N BROADWAY,21213.0,East Baltimore Midway,Eastern,342.0,12.0,D5,Clifton-Berea,Census Tract 805,Eastern1,"1900 N BROADWAY
BALTIMORE, MD
(39.312898, -76.595811)",2020,2,39.31251115,-76.595990631983
6698524,P192862185,10/13/2019 02:43:00 PM,Medium,CD,NARCOTICS,0 N HOWARD ST,21201.0,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,,"0 N HOWARD ST
BALTIMORE, MD",2019,10,39.3108827,-76.6193641
7473230,P200581734,02/27/2020 10:30:00 AM,Medium,WD,DISORDERLY,2500 W FRANKLIN ST,21223.0,Penrose/Fayette Street Outreach,Southwestern,842.0,9.0,D8,Southwest Baltimore,Census Tract 2002,,"2500 W FRANKLIN ST
BALTIMORE, MD
(39.293466, -76.656425)",2020,2,39.2936048,-76.6564172034251
7473384,P200581758,02/27/2020 10:38:00 AM,Low,NW,DESTRUCT PROP,4200 NORFOLK AV,21216.0,West Forest Park,Northwestern,641.0,6.0,D9,Forest Park/Walbrook,Census Tract 1509,,"4200 NORFOLK AV
BALTIMORE, MD
(39.323127, -76.68823)",2020,2,39.32332955,-76.68832592200492
7473852,P200582309,02/27/2020 01:12:00 PM,Medium,SW,SILENT ALARM,2800 FREDERICK AV,21223.0,Gwynns Falls,Southwestern,832.0,10.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2006,,"2800 FREDERICK AV
BALTIMORE, MD
(39.28001, -76.661621)",2020,2,39.2802106,-76.66172
7474002,P200582488,02/27/2020 02:07:00 PM,Low,SD,AUTO ACCIDENT,S HANOVER ST/FRANKFURST AV,21225.0,Fairfield Area,Southern,912.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2506,,"S HANOVER ST
BALTIMORE, MD",2020,2,39.2421353,-76.6076888
7473773,P200582272,02/27/2020 12:57:00 PM,Low,TRU,911/NO  VOICE,1900 E COLD SPRING LN,21251.0,Morgan State University,Northeastern,421.0,3.0,D4,Northwood,Census Tract 2709.03,,"1900 E COLD SPRING LN
BALTIMORE, MD
(39.345855, -76.584314)",2020,2,39.34537261744966,-76.58092920134229
7473386,P200581771,02/27/2020 10:37:00 AM,Medium,NE,SILENT ALARM,5000 SINCLAIR LN,21206.0,Frankford,Northeastern,443.0,2.0,D6,Cedonia/Frankford,Census Tract 2602.03,,"5000 SINCLAIR LN
BALTIMORE, MD
(39.322384, -76.545701)",2020,2,39.3227543,-76.5471328
7473986,P200582504,02/27/2020 02:11:00 PM,Non-Emergency,NW,RECOVER PROPERTY,4300 WABASH AV,21215.0,Ashburton,Northwestern,643.0,6.0,D1,Dorchester/Ashburton,Census Tract 1511,,"4300 WABASH AV
BALTIMORE, MD
(39.335727, -76.673263)",2020,2,39.335391349999995,-76.67364816435753
7473637,P200582077,02/27/2020 12:05:00 PM,Medium,NE,SILENT ALARM,4600 FURLEY AV,21206.0,Frankford,Northeastern,443.0,2.0,D4,Cedonia/Frankford,Census Tract 2602.01,,"4600 FURLEY AV
BALTIMORE, MD
(39.32924, -76.553139)",2020,2,39.32943052020573,-76.55315761601494
7473266,P200581633,02/27/2020 10:01:00 AM,Low,NE,911/NO  VOICE,5800 RADECKE AV,21206.0,Cedonia,Northeastern,441.0,2.0,D4,Cedonia/Frankford,Census Tract 2601.02,,"5800 RADECKE AV
BALTIMORE, MD
(39.330346, -76.533987)",2020,2,39.33055175,-76.53400668491446
7473638,P200582148,02/27/2020 12:30:00 PM,Low,TRU,911/NO  VOICE,3000 DRUID PARK DR,21215.0,Park Circle,Northwestern,612.0,7.0,D1,Greater Mondawmin,Census Tract 1505,,"3000 DRUID PARK DR
BALTIMORE, MD
(39.323198, -76.662076)",2020,2,39.3239703,-76.6609371
7473843,P200582322,02/27/2020 01:13:00 PM,Low,SE,SUSPICIOUS PERS,0 BLK S MADEIRA ST,21231.0,Butcher's Hill,Southeastern,212.0,1.0,D6,Fells Point,Census Tract 105,,"0 BLK S MADEIRA ST
BALTIMORE, MD",2020,2,39.2879656,-76.5851644
7473557,P200581984,02/27/2020 11:39:00 AM,Non-Emergency,ED,RECOVERED VEH,2000 JEFFERSON ST,21205.0,CARE,Eastern,321.0,13.0,D5,Oldtown/Middle East,Census Tract 604,,"2000 JEFFERSON ST
BALTIMORE, MD
(39.296465, -76.588991)",2020,2,39.296559,-76.588876
7473947,P200582452,02/27/2020 01:55:00 PM,Medium,CD,DISORDERLY,100 MARKET PL,21202.0,Inner Harbor,Central,112.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,,"100 MARKET PL
BALTIMORE, MD
(39.287897, -76.606868)",2020,2,39.2874011,-76.6058995
7473983,P200582510,02/27/2020 02:13:00 PM,Medium,SD,DISORDERLY,2200 W PATAPSCO AV,21230.0,Lakeland,Southern,923.0,10.0,D7,Westport/Mount Winans/Lakeland,Census Tract 2502.05,,"2200 W PATAPSCO AV
BALTIMORE, MD
(39.251464, -76.646416)",2020,2,39.251691550000004,-76.64652800560967
7473760,P200582186,02/27/2020 12:39:00 PM,Low,TRU,911/NO  VOICE,2500 W BELVEDERE AV,21215.0,Levindale,Northern,532.0,5.0,D2,Pimlico/Arlington/Hilltop,Census Tract 2717,,"2500 W BELVEDERE AV
BALTIMORE, MD
(39.352908, -76.666818)",2020,2,39.35358245,-76.66690787894217
